utrnno,acct1,acct2,acct_balance,acq_instit_code,amount,capt_date,currency,des_instit_code,ext_resp_code,fee_amount,fraud_flags,hpan,is_alerted,iss_instit_code,merchant_type,pid,pos_data_code,prc_code,ref_num,resp_code,resp_code_desc,stan,sysdate,terminal_address,terminal_id,trans_type,ttime,udate,cif_id,trans_type_desc,cvt_amount,ket_transfer,posconditionmode,sysday,syshour,syssec,trxcode
57521,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:55.048,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,55,401234
57519,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:55.047,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,55,401234
57518,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:55.030,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,55,401234
57517,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:55.004,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,55,401234
57516,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:55.003,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,55,401234
57515,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.958,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57514,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.946,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57513,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.946,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57512,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.945,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57511,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.945,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57510,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.912,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57509,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.911,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57508,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.862,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57507,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.862,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57506,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.844,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57505,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.831,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57504,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.830,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57503,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.769,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57502,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.756,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57501,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.707,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57500,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.689,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57499,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.672,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57498,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.643,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57497,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.626,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57496,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.612,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57495,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.583,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57494,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.569,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57493,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.522,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57492,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.488,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57491,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.456,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57489,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.371,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57490,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.371,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57488,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.355,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57487,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.353,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57486,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.338,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57485,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.337,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57484,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.286,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57483,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.254,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57482,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.207,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57481,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.145,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57480,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.115,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57479,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.099,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57478,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.098,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57477,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.066,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57476,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.039,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57475,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.035,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57474,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.020,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57473,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:54.014,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,54,401234
57472,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.930,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57471,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.917,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57470,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.916,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57469,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.916,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57468,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.902,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57467,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.886,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57466,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.885,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57465,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.873,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57464,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.869,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57463,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.868,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57462,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.853,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57461,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.773,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57460,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.772,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57459,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.759,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57458,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.758,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57457,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.743,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57456,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.728,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57455,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.680,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57454,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.630,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57453,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.630,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57452,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.595,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57451,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.595,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57450,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.551,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57449,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.550,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57448,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.549,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57447,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.521,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57446,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.472,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57445,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.472,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57444,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.438,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57443,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.424,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57442,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.390,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57441,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.374,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57440,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.374,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57439,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.342,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57438,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.329,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57437,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.284,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57436,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.269,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57435,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.268,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57434,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.207,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57433,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.094,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57432,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.081,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57430,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.037,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57431,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:53.037,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,53,401234
57429,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.974,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57427,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.958,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57428,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.958,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57426,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.957,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57425,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.905,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57424,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.890,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57423,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.875,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57422,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.845,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57420,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.834,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57421,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.833,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57419,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.817,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57418,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.804,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57417,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.788,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57416,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.786,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57415,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.770,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57414,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.738,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57413,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.712,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57412,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.707,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57411,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.689,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57410,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.673,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57409,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.646,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57408,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.632,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
57407,676767123,1234567,,129,126000000,0729,360,128,00,,0,60349495,N,008,7995,3,,,12344321,-1,Success,123456,2023-08-15 22:58:52.601,,,106,0729,0727114252,1231231231,BIFAST Transfer,"1.260.000,00",,53,2,22,52,401234
